make_model;body_type;price;vat;km;Type;Fuel;Gears;Comfort_Convenience;Entertainment_Media;Extras;Safety_Security;age;Previous_Owners;hp_kW;Inspection_new;Paint_Type;Upholstery_type;Gearing_Type;Displacement_cc;Weight_kg;Drive_chain;cons_comb
Audi A1;Compact;11470;VAT deductible;57454;Used;Benzine;5;Armrest,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system;Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB;Catalytic Converter,Sport suspension,Voice Control;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;3;1;60;1;Metallic;Cloth;Manual;999;1675;front;4.4
Audi A1;Compact;11480;VAT deductible;94055;Used;Diesel;5;Air conditioning,Automatic climate control,Electrical side mirrors,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system;Bluetooth,On-board computer,Radio;Alloy wheels,Sport seats;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering;3;1;66;0;Metallic;Cloth;Manual;1422;1180;front;4.4
Audi A1;Sedans;11180;VAT deductible;56000;Used;Benzine;5;Light sensor,Power windows,Rain sensor,Start-stop system;Radio;Alloy wheels;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;3;1;70;0;Metallic;Cloth;Manual;999;1135;front;4.2
Audi A1;Sedans;11450;VAT deductible;27600;Used;Benzine;5;Air conditioning,Leather steering wheel,Lumbar support,Power windows,Start-stop system;On-board computer,Radio;Alloy wheels,Sport seats,Sport suspension;ABS,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;3;1;70;0;Metallic;Cloth;Manual;999;1135;front;4.2
Audi A1;Compact;11100;VAT deductible;111670;Used;Diesel;5;Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system;Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB;Alloy wheels;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;3;1;85;0;Metallic;Cloth;Manual;1598;1250;front;3
Audi A1;Compact;10900;VAT deductible;30500;Used;Diesel;5;Air conditioning,Armrest,Electrical side mirrors,Light sensor,Power windows,Rain sensor,Start-stop system;CD player,MP3,Radio;Catalytic Converter;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;3;1;66;0;Metallic;Cloth;Manual;1422;1180;front;3.8
Audi A1;Compact;10999;VAT deductible;69500;Used;Benzine;5;Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Power windows,Rain sensor,Start-stop system;CD player;Alloy wheels;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag;2;1;70;0;Metallic;Cloth;Manual;999;1180;front;4.4
Audi A1;Compact;10900;VAT deductible;43500;Used;Benzine;5;Air conditioning,Electrical side mirrors,Power windows,Start-stop system;CD player,On-board computer,Radio;Alloy wheels;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;3;1;60;0;Metallic;Cloth;Manual;999;1180;front;4.2
Audi A1;Sedans;10950;VAT deductible;45696;Used;Benzine;5;Air conditioning,Armrest,Electrical side mirrors,Light sensor,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system;CD player,MP3,Radio;Alloy wheels;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;3;1;70;0;Metallic;Cloth;Manual;999;1135;front;4.4
Audi A1;Sedans;10800;Price negotiable;34000;Used;Diesel;5;Air conditioning,Leather seats,Leather steering wheel,Lumbar support,Power windows,Start-stop system;On-board computer,Radio;Alloy wheels,Sport seats,Sport suspension;ABS,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;3;2;66;0;Metallic;Part/Full Leather;Manual;1422;1165;front;3.8
Audi A1;Sedans;10600;Price negotiable;55000;Used;Benzine;5;Air conditioning,Electrical side mirrors,Leather steering wheel,Power windows,Start-stop system,Tinted windows;Radio;Alloy wheels;ABS,Central door lock,Central door lock with remote control,Daytime running lights,Electronic stability control,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;3;2;70;0;Metallic;Part/Full Leather;Manual;999;1110;front;4.2
Audi A1;Sedans;10800;VAT deductible;99000;Used;Diesel;5;Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Keyless central door lock,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Split rear seats,Start-stop system;Bluetooth,CD player,Digital radio,Hands-free equipment,MP3,On-board computer,Radio,USB;Alloy wheels,Touch screen,Voice Control;ABS,Alarm system,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Rear airbag,Side airbag,Tire pressure monitoring system,Traction control;3;1;66;0;Metallic;Cloth;Manual;1422;1205;front;3.7
Audi A1;Compact;9950;VAT deductible;118500;Used;Benzine;5;Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Power windows,Rain sensor,Split rear seats,Start-stop system,Tinted windows;Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB;Alloy wheels,Catalytic Converter,Voice Control;ABS,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;3;1;70;1;Metallic;Cloth;Manual;999;1110;front;4.4
Audi A1;Sedans;10300;VAT deductible;85000;Used;Benzine;5;Air conditioning,Leather steering wheel,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Split rear seats,Start-stop system;Bluetooth,CD player,On-board computer,Radio;Catalytic Converter,Voice Control,Winter tyres;ABS,Central door lock with remote control,Daytime running lights,Driver-side airbag,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;3;1;70;0;Metallic;Cloth;Manual;999;1135;front;4.2
Audi A1;Sedans;10000;VAT deductible;192000;Used;Diesel;5;Air conditioning,Armrest,Electrical side mirrors,Leather steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Seat heating,Split rear seats,Start-stop system,Tinted windows;MP3,Radio;Alloy wheels;ABS,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system;3;1;85;1;Metallic;Cloth;Manual;1598;1250;front;3.9
Audi A1;Compact;10490;VAT deductible;130000;Used;Diesel;5;Air conditioning,Electrical side mirrors,Hill Holder,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Start-stop system;CD player;Alloy wheels;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;3;1;66;1;Metallic;Cloth;Manual;1422;1180;front;3.9
Audi A1;Compact;18900;VAT deductible;41294;Used;Benzine;7;Air conditioning,Armrest,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Multi-function steering wheel,Navigation system,Power windows,Start-stop system;On-board computer,Radio;Alloy wheels;ABS,Alarm system,Central door lock,Driver-side airbag,Electronic stability control,Immobilizer,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;3;1;71;0;Metallic;Cloth;Automatic;999;1065;front;4.4
Audi A1;Sedans;18900;VAT deductible;64000;Used;Diesel;7;Air conditioning,Automatic climate control,Cruise control,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system,Sunroof;Bluetooth,Hands-free equipment,On-board computer,Radio;Alloy wheels,Sport seats;ABS,Adaptive headlights,Alarm system,Driver-side airbag,Electronic stability control,Fog lights,Passenger-side airbag,Power steering,Xenon headlights;2;1;85;0;Metallic;Part/Full Leather;Automatic;1598;1720;front;4.2
Audi A1;Sedans;18900;VAT deductible;13135;Used;Benzine;7;Air conditioning,Automatic climate control,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Start-stop system;Bluetooth,On-board computer,Radio;Alloy wheels;ABS,Alarm system,Driver-side airbag,Electronic stability control,Fog lights,Passenger-side airbag;1;1;70;0;Metallic;Part/Full Leather;Automatic;999;1625;front;4.2
Audi A1;Sedans;18900;VAT deductible;4250;Used;Benzine;7;Armrest,Cruise control,Electrical side mirrors,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Power windows,Split rear seats,Start-stop system;Bluetooth,CD player,MP3,On-board computer,Radio,USB;Alloy wheels,Shift paddles,Sport package,Sport seats,Sport suspension,Voice Control;ABS,Alarm system,Central door lock with remote control,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Isofix,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Xenon headlights;2;1;70;0;Metallic;Part/Full Leather;Automatic;999;1135;front;4.4
Audi A1;Sedans;18890;VAT deductible;2949;Used;Benzine;7;Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating;Bluetooth,Hands-free equipment,On-board computer;Alloy wheels,Sport seats,Voice Control;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Power steering,Tire pressure monitoring system,Xenon headlights;1;1;70;0;Metallic;Cloth;Automatic;999;1135;front;4.4
Audi A1;Sedans;18890;VAT deductible;17861;Used;Benzine;7;Air conditioning,Automatic climate control,Cruise control,Electrical side mirrors,Light sensor,Multi-function steering wheel,Power windows,Rain sensor,Split rear seats;Bluetooth,On-board computer,Radio;Alloy wheels,Sport seats,Sport suspension;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Side airbag,Traction control;2;1;71;0;Metallic;Cloth;Automatic;999;1135;front;4.2
Audi A1;Compact;18890;VAT deductible;22800;Used;Benzine;7;Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system;Bluetooth,CD player,Hands-free equipment,On-board computer,Radio,USB;Alloy wheels,Sport seats,Sport suspension;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control,Xenon headlights;2;1;92;0;Metallic;Part/Full Leather;Automatic;1395;1180;front;5.1
Audi A1;Sedans;18880;VAT deductible;5108;Used;Benzine;7;Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Panorama roof,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system;CD player,Hands-free equipment,On-board computer,Radio;Alloy wheels,Sport seats,Sport suspension,Voice Control;ABS,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;2;1;70;1;Metallic;Cloth;Automatic;999;1165;front;4.4
Audi A1;Sedans;18880;VAT deductible;11335;Employee's car;Benzine;7;Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Start-stop system;Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB;Alloy wheels,Catalytic Converter,Sport seats,Voice Control;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights;1;1;70;1;Metallic;Cloth;Automatic;999;1135;front;4.4
